xxxx;;;;;;;;;;;;;;x
PROV144;萨拉;;;;;;;;;;X
PROV145;苔原;;;;;;;;;;X
PROV146;泽罗科尔维察;;;;;;;;;;X
PROV147;印加;;;;;;;;;;X
PROV148;沃斯托钦奥伊;;;;;;;;;;X
PROV149;克拉斯诺谢利耶;;;;;;;;;;X
PROV150;卡尔穆尼—瓦雷;;;;;;;;;;X
PROV151;克皮纳;;;;;;;;;;X
PROV152;梅格拉;;;;;;;;;;X
PROV153;希尔博格港;;;;;;;;;;X
PROV154;比约洛内斯;;;;;;;;;;X
PROV155;赛德瓦卢斯彭;;;;;;;;;;X
PROV156;施托伊登;;;;;;;;;;X
PROV157;卡拉特;;;;;;;;;;X
PROV158;武奥勒里姆;;;;;;;;;;X
PROV159;布居里;;;;;;;;;;X
PROV160;托尔内奥;;;;;;;;;;X
PROV161;洛希贾维;;;;;;;;;;X
PROV162;卡洛萨尔米;;;;;;;;;;X
PROV163;马卡贾维;;;;;;;;;;X
PROV164;帕纳贾维;;;;;;;;;;X
PROV165;坎达拉克沙;;;;;;;;;;X
PROV166;温巴;;;;;;;;;;X
PROV167;阿努夫里耶夫斯基;;;;;;;;;;X
PROV168;奥莱希尼察;;;;;;;;;;X
PROV169;瓦尔祖加;;;;;;;;;;X
PROV170;斯特列利纳地区;;;;;;;;;;X
PROV171;科拉别利诺耶地区;;;;;;;;;;X
PROV172;摩城;;;;;;;;;;X
PROV173;斯列罗盖塞;;;;;;;;;;X
PROV174;拉巴斯;;;;;;;;;;X
PROV175;北博滕县;;;;;;;;;;X
PROV176;托拉尧尔;;;;;;;;;;X
PROV177;拉纳;;;;;;;;;;X
PROV178;哈帕兰达;;;;;;;;;;X
PROV179;托尔尼奥;;;;;;;;;;X
PROV180;罗瓦涅米;;;;;;;;;;X
PROV181;奥迪;;;;;;;;;;X
PROV182;奥兰卡;;;;;;;;;;X
PROV183;泽列诺博尔斯基;;;;;;;;;;X
PROV184;北德文斯克;;;;;;;;;;X
PROV185;卡文郡;;;;;;;;;;X
PROV186;库塞拉;;;;;;;;;;X
PROV187;内斯纳;;;;;;;;;;X
PROV188;卡利克斯市;;;;;;;;;;X
PROV189;莱斯瓦尔;;;;;;;;;;X
PROV190;阿尔耶普卢格市;;;;;;;;;;X
PROV191;库敖来伊奥雷;;;;;;;;;;X
PROV192;哈拉斯;;;;;;;;;;X
PROV193;卢莱;;;;;;;;;;X
PROV194;科米;;;;;;;;;;X
PROV195;维尼亚;;;;;;;;;;X
PROV196;波西奥;;;;;;;;;;X
PROV197;帕尔贾卡;;;;;;;;;;X
PROV198;列索扎沃茨克;;;;;;;;;;X
PROV199;拉波明卡;;;;;;;;;;X
PROV200;唐娜;;;;;;;;;;X
PROV201;奥克斯峰;;;;;;;;;;X
PROV202;于姆福什;;;;;;;;;;X
PROV203;乌德湖;;;;;;;;;;X
PROV204;吕勒奥;;;;;;;;;;X
PROV205;科布达利斯;;;;;;;;;;X
PROV206;博登;;;;;;;;;;X
PROV207;锡莫;;;;;;;;;;X
PROV208;普达斯耶尔维;;;;;;;;;;X
PROV209;库萨莫;;;;;;;;;;X
PROV210;扎雷岑斯克;;;;;;;;;;X
PROV211;泰尼诺;;;;;;;;;;X
PROV212;莫舍恩;;;;;;;;;;X
PROV213;布雷克瓦斯里;;;;;;;;;;X
PROV214;索舍勒市;;;;;;;;;;X
PROV215;索舍勒;;;;;;;;;;X
PROV216;斯拉格奈斯;;;;;;;;;;X
PROV217;穆斯库塞尔;;;;;;;;;;X
PROV218;艾尔夫斯宾;;;;;;;;;;X
PROV219;豪基普达斯;;;;;;;;;;X
PROV220;基明基;;;;;;;;;;X
PROV221;塔伊瓦尔科斯基;;;;;;;;;;X
PROV222;郡土斯兰卡;;;;;;;;;;X
PROV223;扎希克;;;;;;;;;;X
PROV224;洛希;;;;;;;;;;X
PROV225;恩戈佐罗;;;;;;;;;;X
PROV226;布伦讷于松;;;;;;;;;;X
PROV227;拉克斯福什;;;;;;;;;;X
PROV228;泰纳比;;;;;;;;;;X
PROV229;安卡松德;;;;;;;;;;X
PROV230;霍尔姆舍;;;;;;;;;;X
PROV231;阿瓦维肯;;;;;;;;;;X
PROV232;阿尔维斯尧尔市;;;;;;;;;;X
PROV233;皮特河;;;;;;;;;;X
PROV234;奥卢市;;;;;;;;;;X
PROV235;普奥兰卡;;;;;;;;;;X
PROV236;苏奥穆斯萨尔米;;;;;;;;;;X
PROV237;奥兰加;;;;;;;;;;X
PROV238;卡勒瓦拉;;;;;;;;;;X
PROV239;安巴尼吉;;;;;;;;;;X
PROV240;卡累利阿;;;;;;;;;;X
PROV241;科尔沃雷德;;;;;;;;;;X
PROV242;托斯波特恩;;;;;;;;;;X
PROV243;克鲁肯市;;;;;;;;;;X
PROV244;迪卡奈斯;;;;;;;;;;X
PROV245;贡纳;;;;;;;;;;X
PROV246;克里斯蒂娜贝里;;;;;;;;;;X
PROV247;马尔;;;;;;;;;;X
PROV248;费尔福什;;;;;;;;;;X
PROV249;拉赫;;;;;;;;;;X
PROV250;穆霍斯;;;;;;;;;;X
PROV251;帕尔塔莫;;;;;;;;;;X
PROV252;拉特;;;;;;;;;;X
PROV253;沃尼特萨;;;;;;;;;;X
PROV254;乌塔;;;;;;;;;;X
PROV255;科米;;;;;;;;;;X
PROV256;奥森;;;;;;;;;;X
PROV257;纳姆索斯;;;;;;;;;;X
PROV258;略尔维克;;;;;;;;;;X
PROV259;萨克斯奈斯;;;;;;;;;;X
PROV260;威廉敏娜市;;;;;;;;;;X
PROV261;卡蒂萨万;;;;;;;;;;X
PROV262;吕克瑟勒;;;;;;;;;;X
PROV263;屈斯福什;;;;;;;;;;X
PROV264;波海约基;;;;;;;;;;X
PROV265;泰纳瓦;;;;;;;;;;X
PROV266;里斯蒂耶尔维;;;;;;;;;;X
PROV267;许林萨尔米;;;;;;;;;;X
PROV268;齐马索泽洛;;;;;;;;;;X
PROV269;卡累利阿;;;;;;;;;;X
PROV270;巴巴拉斯;;;;;;;;;;X
PROV271;列特尼亚亚;;;;;;;;;;X
PROV272;纳姆达尔塞德;;;;;;;;;;X
PROV273;瑟利;;;;;;;;;;X
PROV274;耶代德;;;;;;;;;;X
PROV275;多罗泰阿市;;;;;;;;;;X
PROV276;奥瑟勒;;;;;;;;;;X
PROV277;瓦格赫拉;;;;;;;;;;X
PROV278;比特赖斯克;;;;;;;;;;X
PROV279;谢莱夫特奥;;;;;;;;;;X
PROV280;卡拉河;;;;;;;;;;X
PROV281;欧拉伊宁;;;;;;;;;;X
PROV282;克塞;;;;;;;;;;X
PROV283;卡亚尼;;;;;;;;;;X
PROV284;基耶金科斯基;;;;;;;;;;X
PROV285;连提拉;;;;;;;;;;X
PROV286;耶泽罗;;;;;;;;;;X
PROV287;雄巴;;;;;;;;;;X
PROV288;克姆;;;;;;;;;;X
PROV289;奥尔洛夫斯基;;;;;;;;;;X
PROV290;库贾;;;;;;;;;;X
PROV291;特隆赫姆;;;;;;;;;;X
PROV292;奥菲尤尔;;;;;;;;;;X
PROV293;斯泰恩谢尔;;;;;;;;;;X
PROV294;胡塔根;;;;;;;;;;X
PROV295;塔霍河;;;;;;;;;;X
PROV296;永瑟勒;;;;;;;;;;X
PROV297;汉拿;;;;;;;;;;X
PROV298;厄特赖斯克;;;;;;;;;;X
PROV299;温德恩;;;;;;;;;;X
PROV300;科科拉;;;;;;;;;;X
PROV301;维耶斯卡;;;;;;;;;;X
PROV302;哈帕韦西;;;;;;;;;;X
PROV303;皮汉泰;;;;;;;;;;X
PROV304;库赫莫;;;;;;;;;;X
PROV305;拉斯蒂;;;;;;;;;;X
PROV306;基维瓦拉;;;;;;;;;;X
PROV307;鲁戈泽罗;;;;;;;;;;X
PROV308;北德文斯克;;;;;;;;;;X
PROV309;白海城;;;;;;;;;;X
PROV310;索斯诺夫卡;;;;;;;;;;X
PROV311;阿尔汉格尔斯克;;;;;;;;;;X
PROV312;恰索文斯卡亚;;;;;;;;;;X
PROV313;布雷克斯塔;;;;;;;;;;X
PROV314;圣乔治;;;;;;;;;;X
PROV315;和斯彻达尔;;;;;;;;;;X
PROV316;梅罗克;;;;;;;;;;X
PROV317;克里斯蒂安斯塔德;;;;;;;;;;X
PROV318;拉姆瑟勒;;;;;;;;;;X
PROV319;孙讷什塔;;;;;;;;;;X
PROV320;弗雷德里卡;;;;;;;;;;X
PROV321;北马灵市;;;;;;;;;;X
PROV322;于默奥;;;;;;;;;;X
PROV323;托霍兰皮;;;;;;;;;;X
PROV324;尼瓦拉;;;;;;;;;;X
PROV325;皮赫蒂普达斯;;;;;;;;;;X
PROV326;松卡耶尔维;;;;;;;;;;X
PROV327;努尔梅斯;;;;;;;;;;X
PROV328;皮耶利斯湖;;;;;;;;;;X
PROV329;连德利;;;;;;;;;;X
PROV330;佩尔托泽罗地区;;;;;;;;;;X
PROV331;索斯诺韦茨;;;;;;;;;;X
PROV332;苏姆斯基波萨特;;;;;;;;;;X
PROV333;利亚姆察;;;;;;;;;;X
PROV334;基扬达;;;;;;;;;;X
PROV335;新德文斯克;;;;;;;;;;X
PROV336;奥斯特罗先格伊斯基;;;;;;;;;;X
PROV337;欧尔;;;;;;;;;;X
PROV338;斯沃尔克穆;;;;;;;;;;X
PROV339;克拉林根;;;;;;;;;;X
PROV340;斯图利恩;;;;;;;;;;X
PROV341;耶尔彭;;;;;;;;;;X
PROV342;哈伦;;;;;;;;;;X
PROV343;奈索克;;;;;;;;;;X
PROV344;德格尔松;;;;;;;;;;X
PROV345;比约纳;;;;;;;;;;X
PROV346;皮耶塔尔萨里;;;;;;;;;;X
PROV347;雷斯耶尔维;;;;;;;;;;X
PROV348;金努拉;;;;;;;;;;X
PROV349;基乌鲁韦西;;;;;;;;;;X
PROV350;尼尔西艾;;;;;;;;;;X
PROV351;列克萨;;;;;;;;;;X
PROV352;哈图瓦拉;;;;;;;;;;X
PROV353;波罗泽洛;;;;;;;;;;X
PROV354;贝斯特里亚吉;;;;;;;;;;X
PROV355;纳沃伊;;;;;;;;;;X
PROV356;马连加城;;;;;;;;;;X
PROV357;索洛泽罗;;;;;;;;;;X
PROV358;塔拉索沃;;;;;;;;;;X
PROV359;翁加;;;;;;;;;;X
PROV360;克里斯蒂安;;;;;;;;;;X
PROV361;林达尔;;;;;;;;;;X
PROV362;斯特伦;;;;;;;;;;X
PROV363;蒂达尔;;;;;;;;;;X
PROV364;弗拉泰特;;;;;;;;;;X
PROV365;厄斯特松德市;;;;;;;;;;X
PROV366;哈马斯特兰德;;;;;;;;;;X
PROV367;索莱夫特奥;;;;;;;;;;X
PROV368;恩舍尔兹维克市;;;;;;;;;;X
PROV369;瓦萨;;;;;;;;;;X
PROV370;考哈瓦;;;;;;;;;;X
PROV371;卡尔斯图拉;;;;;;;;;;X
PROV372;维塔萨里;;;;;;;;;;X
PROV373;伊萨尔米;;;;;;;;;;X
PROV374;尤卡;;;;;;;;;;X
PROV375;恩诺;;;;;;;;;;X
PROV376;莫科;;;;;;;;X
PROV377;叶夫戈拉地区;;;;;;;;;;X
PROV378;谢格扎;;;;;;;;;;X
PROV379;诺夫哥罗德;;;;;;;;;;X
PROV380;马罗苏伊卡;;;;;;;;;;X
PROV381;奥涅加湖;;;;;;;;;;X
PROV382;穆季尤加;;;;;;;;;;X
PROV383;苏维埃茨基;;;;;;;;;;X
PROV384;别列兹尼克;;;;;;;;;;X
PROV385;伊兹亚尤地区;;;;;;;;;;X
PROV386;奥勒松;;;;;;;;;;X
PROV387;莫尔德;;;;;;;;;;X
PROV388;恩甘;;;;;;;;;;X
PROV389;梅尔达尔;;;;;;;;;;X
PROV390;阿伦;;;;;;;;;;X
PROV391;拉蒙德贝里耶;;;;;;;;;;X
PROV392;海德;;;;;;;;;;X
PROV393;斯文斯塔维克;;;;;;;;;;X
PROV394;永格;;;;;;;;;;X
PROV395;海讷桑德;;;;;;;;;;X
PROV396;科什奈斯;;;;;;;;;;X
PROV397;伊索屈勒;;;;;;;;;;X
PROV398;阿拉贾维;;;;;;;;;;X
PROV399;萨里耶尔维;;;;;;;;;;X
PROV400;卡尔图拉;;;;;;;;;;X
PROV401;库奥皮奥;;;;;;;;;;X
PROV402;约恩苏;;;;;;;;;;X
PROV403;伊洛曼齐;;;;;;;;;;X
PROV404;科利斯马;;;;;;;;;;X
PROV405;卡尔胡迈基;;;;;;;;;;X
PROV406;博文尼克;;;;;;;;;;X
PROV407;卡尔贾奇科纳;;;;;;;;;;X
PROV408;沃尔佐戈雷;;;;;;;;;;X
PROV409;龙河;;;;;;;;;;X
PROV410;萨莫杰德;;;;;;;;;;X
PROV411;霍尔莫戈雷;;;;;;;;;;X
PROV412;卢科韦茨基地区;;;;;;;;;;X
PROV413;纳里扬马尔城;;;;;;;;;;X
PROV414;德温斯科伊地区;;;;;;;;;;X
PROV415;戈拉;;;;;;;;;;X
PROV416;因塔;;;;;;;;;;X
PROV417;勒威克;;;;;;;;;;X
PROV418;斯图达尔;;;;;;;;;;X
PROV419;维尔马;;;;;;;;;;X
PROV420;古拉;;;;;;;;;;X
PROV421;乌尔斯贝格;;;;;;;;;;X
PROV422;勒罗斯;;;;;;;;;;X
PROV423;菲奈斯达伦;;;;;;;;;;X
PROV424;勒撒纳;;;;;;;;;;X
PROV425;布莱克;;;;;;;;;;X
PROV426;蒂姆罗;;;;;;;;;;X
PROV427;考哈约基;;;;;;;;;;X
PROV428;塞伊奈约基;;;;;;;;;;X
PROV429;艾赫泰里;;;;;;;;;;X
PROV430;索拉赫蒂;;;;;;;;;;X
PROV431;皮耶克赛迈基;;;;;;;;;;X
PROV432;库斯耶尔维;;;;;;;;;;X
PROV433;基泰;;;;;;;;;;X
PROV434;托尔瓦耶尔维;;;;;;;;;;X
PROV435;孔多波加;;;;;;;;;;X
PROV436;皮亚利马;;;;;;;;;;X
PROV437;克利沃伊波亚斯;;;;;;;;;;X
PROV438;卡斯卡;;;;;;;;;;X
PROV439;萨温斯基;;;;;;;;;;X
PROV440;奥博泽尔斯基;;;;;;;;;;X
PROV441;哈尔洛沃;;;;;;;;;;X
PROV442;乌斯季皮涅加;;;;;;;;;;X
PROV443;维亚热奥泽罗;;;;;;;;;;X
PROV444;波尔沙亚—托夫拉;;;;;;;;;;X
PROV445;叶林纳沃洛克;;;;;;;;;;X
PROV446;叶梅茨克;;;;;;;;;;X
PROV447;波奇托沃耶地区;;;;;;;;;;X
PROV448;卡尔戈维诺地区;;;;;;;;;;X
PROV449;梁赞;;;;;;;;;;X
PROV450;乌斯季瓦加;;;;;;;;;;X
PROV451;别列兹尼基;;;;;;;;;;X
PROV452;贝德福德;;;;;;;;;;X
PROV453;塞尔耶;;;;;;;;;;X
PROV454;沃尔达;;;;;;;;;;X
PROV455;比约克;;;;;;;;;;X
PROV456;洛拉;;;;;;;;;;X
PROV457;德里瓦河;;;;;;;;;;X
PROV458;比约甘;;;;;;;;;;X
PROV459;冈内夫湖;;;;;;;;;;X
PROV460;韦姆达伦;;;;;;;;;;X
PROV461;黑韦尔;;;;;;;;;;X
PROV462;棱格;;;;;;;;;;X
PROV463;松滋瓦尔;;;;;;;;;;X
PROV464;卡斯克;;;;;;;;;;X
PROV465;卡尔维亚;;;;;;;;;;X
PROV466;阿拉武斯;;;;;;;;;;X
PROV467;于韦斯屈莱;;;;;;;;;;X
PROV468;汉卡萨尔米;;;;;;;;;;X
PROV469;瓦尔考斯;;;;;;;;;;X
PROV470;凯里迈基;;;;;;;;;;X
PROV471;瓦特斯拉;;;;;;;;;;X
PROV472;索耶尔维;;;;;;;;;;X
PROV473;沃克托泽洛;;;;;X
PROV474;普多日;;;;;;;;;;X
PROV475;安加尔斯克;;;;;;;;;;X
PROV476;北德文斯克;;;;;;;;;;X
PROV477;普列谢茨克;;;;;;;;;;X
PROV478;瓦伊穆沙;;;;;;;;;;X
PROV479;普克索奥泽罗;;;;;;;;;;X
PROV480;克万多泽罗地区;;;;;;;;;;X
PROV481;诺尔明加;;;;;;;;;;X
PROV482;图尔马;;;;;;;;;;X
PROV483;波克舍尼加;;;;;;;;;;X
PROV484;克拉斯诺戈尔斯克;;;;;;;;;;X
PROV485;瓜德罗普;;;;;;;;;;X
PROV486;捷格罗泽罗;;;;;;;;;;X
PROV487;萨拉托夫;;;;;;;;;;X
PROV488;乌斯季瓦加;;;;;;;;;;X
PROV489;罗森达;;;;;;;;;;X
PROV490;努尔菲尤尔埃德;;;;;;;;;;X
PROV491;盖朗厄尔;;;;;;;;;;X
PROV492;莱沙沃克;;;;;;;;;;X
PROV493;耶尔欣;;;;;;;;;;X
PROV494;托尔加;;;;;;;;;;X
PROV495;费森登;;;;;;;;;;X
PROV496;斯韦格;;;;;;;;;;X
PROV497;拉姆舍;;;;;;;;;;X
PROV498;加尔达;;;;;;;;;;X
PROV499;胡迪克斯瓦尔;;;;;;;;;;X
PROV500;伊索约基;;;;;;;;;;X
PROV501;帕尔卡诺;;;;;;;;;;X
PROV502;马特;;;;;;;;;;X
PROV503;康阿斯涅米;;;;;;;;;;X
PROV504;希文萨尔米;;;;;;;;;;X
PROV505;萨翁林纳;;;;;;;;;;X
PROV506;帕里卡拉;;;;;;;;;;X
PROV507;科拉;;;;;;;;;;X
PROV508;普尔贾扎;;;;;;X
PROV509;乌斯蒂科利纳;;;;;;;;;;X
PROV510;卡尔戈波尔;;;;;;;;;;X
PROV511;尼扬多马城;;;;;;;;;;X
PROV512;沙拉库沙;;;;;;;;;;X
PROV513;克列斯托夫卡;;;;;;;;;;X
PROV514;皮涅加;;;;;;;;;;X
PROV515;卡尔普里;;;;;;;;;;X
PROV516;列舒孔斯科耶;;;;;;;;;;X
PROV517;拉韦拉;;;;;;;;;;X
PROV518;韦尔霍普伊斯基;;;;;;;;;;X
PROV519;乌斯季绍诺沙;;;;;;;;;;X
PROV520;多罗夫斯卡亚;;;;;;;;;;X
PROV521;季莫尼诺;;;;;;;;;;X
PROV522;多尔马托沃;;;;;;;;;;X
PROV523;舍戈瓦雷;;;;;;;;;;X
PROV524;伯朝拉;;;;;;;;;;X
PROV525;上因—托伊马;;;;;;;;;;X
PROV526;斯韦尔根;;;;;;;;;;X
PROV527;霍宁达尔;;;;;;;;;;X
PROV528;丹佛斯;;;;;;;;;;X
PROV529;沃戈穆;;;;;;;;;;X
PROV530;阿尔夫达尔;;;;;;;;;;X
PROV531;奥特内斯;;;;;;;;;;X
PROV532;萨纳;;;;;;;;;;X
PROV533;艾尔夫鲁斯;;;;;;;;;;X
PROV534;哈姆拉;;;;;;;;;;X
PROV535;博尔奈斯;;;;;;;;;;X
PROV536;坎康佩;;;;;;;;;;X
PROV537;鲁奥韦西;;;;;;;;;;X
PROV538;耶姆赛;;;;;;;;;;X
PROV539;约察;;;;;;;;;;X
PROV540;米凯利;;;;;;;;;;X
PROV541;辛普勒;;;;;;;;;;X
PROV542;索尔塔瓦拉;;;;;;;;;;X
PROV543;皮特凯兰塔;;;;;;;;;;X
PROV544;彼得罗扎沃茨克;;;;;;;;;;X
PROV545;克利莫夫斯卡亚;;;;;;;;;;X
PROV546;库兹明斯卡亚;;;;;;;;;;X
PROV547;莫泽拉;;;;;;;;;;X
PROV548;沃洛什卡;;;;;;;;;;X
PROV549;韦列索沃地区;;;;;;;;;;X
PROV550;伊瓦金斯卡亚;;;;;;;;;;X
PROV551;泽列纳亚;;;;;;;;;;X
PROV552;莫茹加地区;;;;;;;;;;X
PROV553;索利维切戈茨克城;;;;;;;;;;X
PROV554;扎鲁切夫斯卡亚;;;;;;;;;;X
PROV555;扎波久日耶;;;;;;;;;;X
PROV556;沃尔库塔;;;;;;;;;;X
PROV557;帕尔基诺;;;;;;;;;;X
PROV558;马卡罗夫斯卡亚;;;;;;;;;;X
PROV559;罗夫季诺;;;;;;;;;;X
PROV560;佩列瓦尔;;;;;;;;;;X
PROV561;别斯图热沃;;;;;;;;;;X
PROV562;别洛列琴斯基地区;;;;;;;;;;X
PROV563;季曼斯柯伊喀尔雅兹;;;;;;;;;;X
PROV564;科米;;;;;;;;;;X
PROV565;安达;;;;;;;;;;X
PROV566;斯特林兹法内特;;;;;;;;;;X
PROV567;格利特峰;;;;;;;;;;X
PROV568;灵厄比;;;;;;;;;;X
PROV569;科庞;;;;;;;;;;X
PROV570;尤尔德;;;;;;;;;;X
PROV571;达尔河;;;;;;;;;;X
PROV572;乌沙;;;;;;;;;;X
PROV573;埃斯宾;;;;;;;;;;X
PROV574;瑟德港;;;;;;;;;;X
PROV575;波里;;;;;;;;;;X
PROV576;海门屈勒;;;;;;;;;;X
PROV577;奥里韦西;;;;;;;;;;X
PROV578;叙斯迈;;;;;;;;;;X
